call_id,caller_age_days,calls_per_day,call_duration_sec,avg_call_duration_sec,unique_receivers_24h,receiver_block_rate,spam_reports_count,country_code_risk_score,night_call_ratio,sequential_dialing_score,graph_degree,previous_fraud_associations,reputation_score,fraud_label
CALL0004976,15.0,211.0,6.0,1.0,140.0,36.37,82.0,66.34,82.22,83.5,155.0,22.0,17.1,1.0
CALL0003130,461.0,2.0,409.0,350.4,7.0,2.89,0.0,16.64,14.04,32.41,99.0,0.0,79.91,0.0
CALL0003003,787.0,1346.0,25.0,21.0,154.0,76.78,63.0,41.14,42.02,92.17,370.0,21.0,7.39,1.0
CALL0003917,42.0,790.0,50.0,17.1,157.0,49.15,87.0,85.39,,55.24,208.0,1.0,33.18,1.0
CALL0003364,,9.0,15.0,3.8,,53.99,3.0,69.25,44.61,68.4,34.0,24.0,26.26,1.0
CALL0000623,28.0,16.0,219.0,149.0,5.0,52.04,81.0,66.82,43.45,70.54,6.0,2.0,45.06,1.0
CALL0002368,1279.0,582.0,327.0,344.3,66.0,7.72,3.0,26.74,39.21,12.53,140.0,3.0,71.91,0.0
CALL0004447,,11.0,358.0,313.6,10.0,28.32,2.0,12.34,28.5,,104.0,0.0,68.89,0.0
CALL0002883,41.0,1377.0,7.0,13.1,47.0,62.0,70.0,,75.19,87.77,434.0,23.0,16.45,
CALL0000330,645.0,1402.0,19.0,15.5,132.0,17.93,88.0,39.71,54.09,71.25,271.0,0.0,50.53,1.0
CALL0000516,53.0,,21.0,1.6,213.0,72.26,83.0,63.34,76.83,24.62,277.0,14.0,23.27,1.0
CALL0003833,288.0,354.0,130.0,127.6,87.0,6.9,0.0,14.93,18.18,25.42,252.0,0.0,91.36,0.0
CALL0002166,22.0,18.0,21.0,13.5,5.0,78.51,66.0,82.4,87.69,51.04,32.0,0.0,2.07,1.0
CALL0003010,373.0,675.0,23.0,28.8,127.0,68.49,81.0,,35.28,75.76,398.0,17.0,52.57,1.0
CALL0009768,1296.0,16.0,190.0,174.7,10.0,7.38,4.0,48.07,8.8,23.94,80.0,2.0,95.41,0.0
CALL0009290,306.0,2.0,286.0,235.8,10.0,3.92,3.0,26.67,2.19,,114.0,0.0,46.89,
CALL0001413,492.0,197.0,93.0,108.0,87.0,3.69,1.0,7.41,3.49,7.2,204.0,0.0,83.57,0.0
CALL0001157,268.0,3.0,189.0,129.5,4.0,0.21,2.0,47.55,9.81,27.83,152.0,0.0,71.3,0.0
CALL0008324,591.0,32.0,201.0,206.8,8.0,1.47,2.0,20.2,6.2,9.24,192.0,0.0,73.12,0.0
CALL0004855,396.0,2.0,447.0,654.4,9.0,3.29,0.0,40.23,25.04,37.4,181.0,0.0,82.41,0.0
CALL0002358,352.0,660.0,21.0,24.8,267.0,80.52,78.0,96.12,75.59,74.98,133.0,13.0,,1.0
CALL0001191,2811.0,9.0,76.0,60.1,6.0,5.4,2.0,39.94,14.13,27.72,116.0,1.0,83.52,0.0
CALL0004340,1820.0,4.0,329.0,,13.0,17.19,2.0,6.11,33.91,5.49,74.0,0.0,54.12,0.0
CALL0007755,22.0,633.0,9.0,,368.0,32.51,78.0,48.08,66.31,76.95,352.0,0.0,58.72,1.0
CALL0003956,597.0,7.0,329.0,363.8,13.0,1.91,1.0,12.29,31.41,27.7,161.0,0.0,77.46,0.0
CALL0007003,247.0,12.0,241.0,359.7,11.0,4.97,3.0,22.67,2.34,13.65,114.0,0.0,81.79,0.0
CALL0008380,3504.0,10.0,247.0,195.4,7.0,10.39,1.0,26.98,5.32,26.23,128.0,1.0,97.51,0.0
CALL0008133,571.0,,203.0,165.1,13.0,7.3,0.0,32.84,23.69,5.71,77.0,0.0,85.59,0.0
CALL0005808,136.0,1284.0,11.0,1.0,45.0,29.28,96.0,90.4,44.85,1652.25,232.0,26.0,,
CALL0002793,375.0,11.0,192.0,199.7,4.0,13.45,0.0,40.98,,3.85,88.0,0.0,92.69,0.0
CALL0001135,39.0,1141.0,20.0,20.5,157.0,56.67,88.0,71.85,55.54,77.77,225.0,22.0,22.41,1.0
CALL0009840,612.0,9.0,264.0,280.7,6.0,,2.0,,0.97,18.63,237.0,0.0,,0.0
CALL0006949,1526.0,40.0,319.0,268.7,9.0,4.32,1.0,16.07,25.49,8.65,15.0,0.0,97.7,0.0
CALL0004738,395.0,5.0,304.0,378.3,13.0,3.95,1.0,44.47,33.36,13.07,75.0,0.0,74.91,0.0
CALL0005304,21.0,999.0,43.0,85.1,411.0,42.16,84.0,27.26,76.6,353.65000000000003,263.0,20.0,39.2,1.0
CALL0005783,676.0,13.0,592.0,622.9,9.0,8.96,2.0,18.7,26.77,16.63,51.0,0.0,62.06,0.0
CALL0000042,123.0,15.0,54.0,48.9,2.0,56.13,93.0,82.08,70.9,55.05,15.0,17.0,38.0,1.0
CALL0003680,295.0,4.0,244.0,234.6,7.0,5.3,3.0,5.83,9.73,36.73,80.0,,79.8,0.0
CALL0007836,15.0,519.0,79.0,112.8,242.0,52.01,79.0,50.17,,67.75,300.0,0.0,35.43,1.0
CALL0004783,432.0,4.0,171.0,141.4,9.0,13.17,0.0,8.53,,3.43,98.0,0.0,77.9,0.0
CALL0006434,1135.0,6.0,148.0,119.3,6.0,5.4,0.0,32.84,,17.75,48.0,0.0,68.11,0.0
CALL0003996,1267.0,3.0,542.0,428.5,11.0,11.04,3.0,23.88,29.11,3.55,22.0,1.0,68.89,0.0
CALL0004095,3.0,648.0,23.0,7.2,307.0,36.89,60.0,72.06,68.36,32.55,555.0,22.0,28.93,1.0
CALL0006979,2094.0,265.0,107.0,119.0,75.0,4.53,3.0,23.5,10.38,7.66,345.0,0.0,91.54,0.0
CALL0002550,2971.0,3.0,80.0,84.2,6.0,7.76,1.0,33.73,,12.03,152.0,0.0,68.52,0.0
CALL0004638,1900.0,5.0,477.0,617.6,6.0,2.82,5.0,30.39,17.27,25.01,41.0,0.0,85.05,0.0
CALL0000780,1475.0,7.0,337.0,339.5,7.0,10.06,2.0,37.54,27.08,16.91,85.0,,77.93,0.0
CALL0004085,610.0,16.0,280.0,328.8,6.0,9.08,,50.72,8.37,1.38,45.0,0.0,75.41,0.0
CALL0002084,1191.0,3.0,412.0,168.6,7.0,5.45,2.0,50.54,42.98,33.36,53.0,0.0,75.49,0.0
CALL0001256,1123.0,1210.0,15.0,24.1,135.0,,3.0,42.92,,68.27,291.0,29.0,47.85,1.0
CALL0004703,29.0,687.0,13.0,7.5,177.0,76.5,66.0,64.62,35.25,45.35,142.0,2.0,18.9,1.0
CALL0009370,666.0,9.0,187.0,233.6,8.0,2.07,2.0,13.45,11.05,7.2,153.0,0.0,71.66,0.0
Call-0000864,305.0,6.0,324.0,355.4,5.0,4.54,1.0,17.34,29.58,9.84,153.0,0.0,86.23,0.0
CALL0003856,1687.0,10.0,230.0,218.4,9.0,2.52,4.0,,,2.24,138.0,1.0,76.82,0.0
CALL0002207,236.0,1.0,199.0,166.3,6.0,5.17,0.0,32.36,19.57,19.19,,0.0,96.16,0.0
CALL0003284,546.0,2.0,266.0,304.7,6.0,0.95,0.0,47.04,,19.93,128.0,0.0,64.61,0.0
CALL0002981,311.0,10.0,432.0,488.4,,1.81,0.0,59.06,9.63,12.09,162.0,0.0,79.45,0.0
CALL0003477,304.0,10.0,119.0,94.4,8.0,1.72,0.0,24.31,47.87,5.99,41.0,0.0,,0.0
CALL0007279,224.0,4.0,,119.0,5.0,,4.0,51.68,18.91,19.47,59.0,1.0,60.6,0.0
CALL0001079,26.0,183.0,6.0,1.0,,55.53,81.0,67.54,,1379.0,64.0,25.0,,1.0
CALL0007692,1236.0,11.0,197.0,180.4,6.0,15.37,2.0,4.74,58.5,,31.0,0.0,67.53,0.0
CALL0002533,233.0,889.0,41.0,33.7,163.0,70.33,2.0,78.24,40.35,71.92,442.0,23.0,11.95,1.0
CALL0004136,1349.0,5.0,253.0,296.8,5.0,12.22,4.0,37.28,21.94,7.94,106.0,1.0,-30.400400716844594,
Call-0001516,808.0,6.0,330.0,277.2,8.0,9.0,0.0,34.56,27.06,18.06,87.0,0.0,93.35,0.0
CALL0000211,567.0,3.0,159.0,49.1,7.0,0.67,2.0,13.61,6.3,22.34,114.0,0.0,46.88,0.0
CALL0008246,1226.0,965.0,27.0,38.8,126.0,75.7,66.0,69.48,40.33,26.2,535.0,15.0,3.1,1.0
CALL0009100,890.0,7.0,134.0,109.1,10.0,9.38,1.0,49.2,10.3,6.56,171.0,0.0,80.8,0.0
CALL0001239,265.0,10.0,307.0,370.1,9.0,10.29,0.0,59.3,17.47,13.13,242.0,0.0,90.0,0.0
CALL0005591,2036.0,5.0,2565.0,259.2,11.0,13.53,1.0,16.14,18.88,13.81,143.0,0.0,31.24,0.0
CALL0002486,1785.0,7.0,320.0,295.2,8.0,7.53,2.0,,1.3,19.71,53.0,1.0,71.4,0.0
CALL0000091,720.0,525.0,28.0,15.0,94.0,89.16,78.0,63.83,88.82,38.95,576.0,0.0,44.9,1.0
CALL0007934,354.0,378.0,103.0,,65.0,2.81,0.0,24.59,11.22,27.53,257.0,,85.43,0.0
CALL0009908,2.0,786.0,10.0,1.4,113.0,55.89,1.0,52.88,66.52,77.78,577.0,22.0,9.81,1.0
CALL0009617,713.0,19.0,280.0,245.4,14.0,9.68,,36.17,,6.43,133.0,0.0,74.48,0.0
CALL0006873,272.0,11.0,1595.0,371.8,,15.08,6.0,33.69,18.58,12.94,52.0,0.0,93.87,0.0
CALL0002304,45.0,872.0,45.0,34.8,205.0,46.96,97.0,66.15,67.56,59.44,201.0,1.0,3.41,1.0
CALL0000405,57.0,674.0,12.0,14.0,156.0,48.58,77.0,53.08,73.01,83.06,169.0,23.0,14.05,
CALL0002152,1782.0,23.0,437.0,189.8,11.0,13.58,,57.38,4.79,,97.0,0.0,73.31,
CALL0000136,2179.0,3.0,199.0,183.1,7.0,13.88,3.0,15.27,6.8,17.75,48.0,0.0,87.85,0.0
CALL0003361,673.0,5.0,545.0,339.9,3.0,4.18,3.0,31.58,49.81,20.67,103.0,0.0,,1.0
CALL0003516,1907.0,7.0,472.0,435.5,8.0,1.8,2.0,44.59,21.93,8.04,105.0,0.0,76.1,0.0
CALL0004485,542.0,6.0,235.0,231.4,7.0,14.04,0.0,18.21,21.7,17.6,,0.0,63.88,0.0
CALL0002217,229.0,4.0,141.0,158.9,8.0,6.31,2.0,18.51,20.35,67.0,48.0,0.0,66.33,0.0
CALL0007361,912.0,,133.0,,6.0,14.21,1.0,46.88,11.67,33.3,83.0,0.0,88.26,0.0
CALL0001103,891.0,,200.0,,5.0,9.83,2.0,22.04,19.04,9.93,110.0,1.0,,
CALL0000039,787.0,10.0,126.0,88.8,7.0,8.72,1.0,45.94,24.92,10.11,84.0,1.0,61.71,0.0
CALL0007811,2437.0,9.0,239.0,209.3,6.0,4.45,4.0,49.72,21.68,44.75,71.0,0.0,87.54,0.0
CALL0004868,1070.0,,203.0,210.9,8.0,1.91,1.0,51.48,8.13,16.2,47.0,0.0,80.17,0.0
CALL0003791,639.0,,157.0,,,24.02,2.0,39.57,30.82,16.63,75.0,0.0,,0.0
CALL0000164,931.0,7.0,576.0,484.8,7.0,6.45,2.0,16.15,21.19,15.45,53.0,0.0,88.85,0.0
CALL0003527,38.0,416.0,24.0,,89.0,78.26,73.0,54.11,62.71,67.83,700.0,25.0,25.44,0.0
CALL0001141,517.0,3.0,264.0,319.8,5.0,9.73,3.0,12.06,40.06,8.95,145.0,0.0,74.81,0.0
CALL0003858,48.0,505.0,30.0,23.3,54.0,26.1,75.0,,47.33,80.72,232.0,3.0,26.34,1.0
CALL0002448,284.0,10.0,222.0,219.9,4.0,7.41,1.0,21.36,23.41,41.1,172.0,1.0,90.41,0.0
CALL0009239,1452.0,903.0,108.0,162.7,64.0,67.62,0.0,92.69,73.02,85.05,253.0,22.0,46.13,1.0
CALL0007061,969.0,2.0,209.0,186.4,7.0,21.03,1.0,22.68,,27.71,78.0,0.0,89.18,0.0
CALL0009219,920.0,7.0,273.0,347.8,7.0,14.03,1.0,36.01,26.85,37.42,49.0,5.0,56.85,0.0
CALL0007953,345.0,15.0,125.0,125.8,7.0,8.53,0.0,36.26,23.5,16.17,56.0,0.0,86.52,0.0
CALL0001170,795.0,25.0,528.0,,,4.32,1.0,26.85,,7.78,95.0,1.0,76.68,0.0
CALL0007983,3650.0,13.0,459.0,550.4,6.0,19.29,3.0,,,10.63,37.0,0.0,,0.0
CALL0005632,429.0,13.0,385.0,454.4,7.0,3.66,2.0,47.13,32.42,30.72,87.0,0.0,83.16,0.0
CALL0003707,535.0,20.0,134.0,158.5,6.0,22.3,0.0,17.42,13.13,10.03,58.0,0.0,52.29,0.0
CALL0008291,594.0,6.0,270.0,321.3,3.0,6.4,1.0,31.86,5.12,36.62,44.0,0.0,87.4,0.0
CALL0000603,543.0,5.0,393.0,301.6,5.0,7.43,0.0,9.2,18.4,,,7.0,99.77,0.0
CALL0008743,36.0,1405.0,46.0,47.1,200.0,65.49,67.0,49.48,66.51,62.08,214.0,27.0,13.07,1.0
CALL0003446,653.0,647.0,15.0,16.0,147.0,49.9,69.0,28.2,65.27,50.0,225.0,21.0,45.56,1.0
CALL0005279,319.0,5.0,518.0,422.5,7.0,8.97,1.0,18.46,25.77,4.76,94.0,1.0,75.16,0.0
CALL0001690,578.0,10.0,400.0,341.0,12.0,15.71,2.0,30.33,22.31,18.72,44.0,1.0,66.75,0.0
CALL0004744,45.0,911.0,17.0,8.3,318.0,73.2,79.0,,,85.48,,1.0,38.0,
CALL0007326,346.0,21.0,209.0,214.1,6.0,15.79,1.0,6.29,17.85,15.55,164.0,0.0,80.35,0.0
CALL0005590,1523.0,,237.0,197.9,9.0,1.44,0.0,16.48,11.01,19.14,99.0,0.0,,0.0
CALL0000674,461.0,7.0,156.0,129.6,10.0,14.63,2.0,59.79,10.65,15.29,98.0,0.0,95.08,0.0
CALL0007902,1507.0,12.0,98.0,93.2,5.0,3.22,1.0,3.27,32.53,21.36,26.0,0.0,56.19,0.0
CALL0002144,537.0,8.0,290.0,320.6,8.0,4.45,0.0,56.36,38.31,3.46,48.0,0.0,85.77,0.0
CALL0003035,2060.0,7.0,102.0,74.3,7.0,6.28,2.0,50.78,2.29,24.36,200.0,0.0,65.81,0.0
CALL0003266,821.0,587.0,237.0,276.9,100.0,54.43,2.0,50.92,39.77,54.4,489.0,19.0,22.3,1.0
CALL0005602,170.0,699.0,20.0,4.0,66.0,60.31,85.0,72.59,64.08,96.35,246.0,0.0,14.78,1.0
 CALL0008899 ,3650.0,2.0,338.0,288.3,9.0,4.52,1.0,12.84,5.04,17.03,128.0,1.0,79.29,0.0
CALL0006076,44.0,19.0,264.0,264.4,3.0,50.14,2.0,44.36,40.94,71.53,11.0,15.0,17.15,1.0
CALL0009951,2318.0,3.0,324.0,460.2,8.0,4.9,1.0,25.26,35.62,10.29,95.0,0.0,,0.0
CALL0004476,654.0,7.0,385.0,388.7,2.0,8.01,1.0,39.36,17.22,24.25,46.0,1.0,67.06,0.0
CALL0001796,734.0,4.0,608.0,458.6,11.0,4.52,0.0,,25.83,3.65,82.0,0.0,82.66,0.0
CALL0006419,1020.0,5.0,59.0,32.0,12.0,11.4,1.0,60.08,12.13,28.2,72.0,0.0,93.0,0.0
CALL0007773,1340.0,1095.0,42.0,35.4,,34.62,100.0,44.09,77.13,89.5,,24.0,11.45,
CALL0000030,3008.0,12.0,212.0,270.9,9.0,17.86,2.0,33.14,,22.39,34.0,0.0,55.42,
CALL0000732,7.0,185.0,49.0,49.3,169.0,58.31,72.0,82.98,80.01,68.44,446.0,24.0,40.21,1.0
CALL0009500,104.0,566.0,5.0,1.0,149.0,65.79,2.0,76.64,34.14,91.05,622.0,0.0,51.63,1.0
CALL0000358,104.0,20.0,270.0,313.2,10.0,14.13,1.0,29.73,21.18,12.75,104.0,0.0,88.38,0.0
CALL0009268,1180.0,19.0,115.0,126.9,8.0,8.96,0.0,23.48,7.94,17.81,47.0,0.0,66.84,0.0
CALL0002472,1062.0,5.0,433.0,360.5,7.0,13.67,1.0,33.21,31.05,7.54,34.0,0.0,65.7,0.0
CALL0009272,1366.0,12.0,267.0,268.8,18.0,,1.0,24.77,27.23,28.76,23.0,0.0,64.59,0.0
call0004747,650.0,,291.0,217.5,7.0,2.59,0.0,14.45,3.57,5.19,53.0,0.0,76.68,0.0
CALL0007985,587.0,17.0,374.0,328.7,14.0,9.96,,36.85,21.07,44.32,123.0,0.0,67.66,0.0
CALL0004329,1332.0,,117.0,88.4,10.0,6.54,2.0,17.25,7.55,20.53,121.0,0.0,80.75,0.0
CALL0005473,11.0,389.0,46.0,,137.0,66.17,81.0,78.23,15.52,67.02,464.0,2.0,15.48,1.0
CALL0002969,850.0,4.0,204.0,188.2,5.0,17.81,2.0,18.99,12.15,21.44,135.0,,62.45,0.0
CALL0003359,3491.0,9.0,56.0,72.1,10.0,15.18,2.0,54.45,40.6,5.28,67.0,0.0,73.85,0.0
CALL0005131,56.0,667.0,195.0,166.3,97.0,61.37,72.0,76.78,56.55,76.61,201.0,1.0,37.19,1.0
CALL0003534,315.0,2.0,164.0,111.2,5.0,12.08,3.0,13.64,9.38,12.58,24.0,0.0,78.57,0.0
CALL0009854,335.0,,241.0,127.7,5.0,2.19,6.0,5.75,54.56,8.48,43.0,0.0,59.62,0.0
CALL0000819,846.0,3.0,204.0,196.3,,6.03,1.0,61.54,21.67,7.11,149.0,0.0,89.41,0.0
CALL0002875,58.0,609.0,63.0,68.7,135.0,66.06,80.0,74.93,54.7,45.22,310.0,18.0,1.64,1.0
Call-0004343,,,65.0,14.3,203.0,80.57,59.0,78.84,58.43,67.06,254.0,1.0,38.31,1.0
CALL0007506,600.0,22.0,349.0,294.5,6.0,,3.0,13.0,5.33,11.66,95.0,1.0,76.29,0.0
CALL0008368,1035.0,13.0,288.0,293.0,5.0,27.41,,30.61,9.07,27.5,78.0,1.0,83.03,1.0
CALL0001014,679.0,,275.0,254.0,8.0,6.36,0.0,11.67,6.58,10.93,69.0,0.0,88.47,0.0
CALL0008458,573.0,9.0,320.0,252.2,9.0,3.02,0.0,55.42,28.12,13.06,92.0,0.0,79.09,0.0
CALL0002500,849.0,8.0,185.0,162.9,7.0,16.94,1.0,32.89,16.65,9.59,176.0,0.0,90.47,0.0
CALL0004609,109.0,11.0,782.0,669.5,10.0,1.5,0.0,3.08,13.89,14.17,90.0,0.0,73.66,0.0
call0009984,709.0,5.0,33.0,24.7,6.0,86.2,76.0,53.92,18.66,75.77,17.0,17.0,41.59,1.0
CALL0005986,666.0,19.0,256.0,286.3,9.0,5.75,2.0,36.97,26.58,,181.0,0.0,81.37,0.0
CALL0002315,1304.0,15.0,46.0,69.5,12.0,6.72,3.0,3.74,16.84,23.5,193.0,0.0,89.7,0.0
CALL0007950,4.0,,7.0,1.0,3.0,79.69,66.0,48.31,71.3,99.04,10.0,1.0,50.06,1.0
CALL0003833,288.0,354.0,130.0,127.6,87.0,6.9,0.0,14.93,18.18,25.42,252.0,0.0,91.36,0.0
CALL0005957,824.0,18.0,339.0,372.4,14.0,5.58,4.0,10.04,31.18,6.98,197.0,2.0,54.3,0.0
CALL0007631,866.0,8.0,265.0,284.5,13.0,14.45,0.0,31.05,17.44,27.68,121.0,1.0,63.48,0.0
 CALL0008944 ,469.0,4.0,342.0,292.3,6.0,22.05,2.0,28.62,13.46,20.36,38.0,0.0,73.64,0.0
CALL0002245,491.0,12.0,241.0,333.7,5.0,8.66,3.0,15.86,14.18,22.48,126.0,0.0,87.44,0.0
CALL0000304,844.0,3.0,238.0,146.8,7.0,7.66,1.0,44.23,18.89,2.86,84.0,0.0,84.9,0.0
CALL0006790,916.0,4.0,131.0,90.4,10.0,2.88,2.0,9.47,,,87.0,0.0,65.59,0.0
CALL0005882,1608.0,4.0,240.0,178.8,8.0,3.97,1.0,32.69,15.75,6.25,121.0,1.0,67.45,
CALL0004457,11.0,808.0,201.0,271.8,105.0,74.89,77.0,91.79,39.67,91.3,289.0,15.0,67.18,1.0
CALL0001430,1122.0,936.0,59.0,82.0,177.0,40.15,0.0,68.04,55.88,69.12,307.0,13.0,29.14,1.0
CALL0007425,24.0,1085.0,194.0,143.6,203.0,58.06,70.0,57.66,75.95,76.98,489.0,15.0,19.01,1.0
CALL0004741,789.0,5.0,145.0,145.8,7.0,7.17,1.0,29.95,23.39,10.79,84.0,2.0,,0.0
CALL0005419,,37.0,247.0,249.9,15.0,2.54,3.0,17.47,,15.88,80.0,1.0,71.37,0.0
CALL0004842,174.0,6.0,234.0,268.8,11.0,9.74,,20.08,42.49,3.39,61.0,0.0,83.26,0.0
CALL0006584,1065.0,248.0,42.0,,226.0,53.8,68.0,53.93,36.04,69.32,370.0,0.0,18.4,1.0
CALL0001252,15.0,17.0,20.0,40.7,3.0,,86.0,90.42,27.41,91.37,27.0,0.0,58.08,1.0
CALL0003666,496.0,7.0,845.0,694.1,13.0,13.86,2.0,9.84,10.74,23.15,66.0,0.0,69.93,0.0
CALL0003785,589.0,28.0,327.0,273.8,6.0,9.15,0.0,,17.46,23.27,48.0,0.0,82.09,
CALL0003305,425.0,7.0,249.0,207.9,9.0,17.37,1.0,,25.53,18.6,94.0,0.0,62.08,0.0
CALL0008431,713.0,258.0,332.0,271.6,141.0,82.68,81.0,88.37,83.85,68.2,451.0,,27.33,1.0
CALL0008384,13.0,1333.0,85.0,62.3,139.0,65.42,73.0,72.05,81.12,66.85,230.0,,28.75,1.0
CALL0008797,910.0,9.0,343.0,414.0,7.0,5.45,4.0,30.37,34.82,7.02,73.0,0.0,88.75,0.0
CALL0006891,823.0,7.0,557.0,400.4,6.0,1.26,0.0,36.51,16.78,42.3,124.0,0.0,89.9,0.0
CALL0000809,1104.0,26.0,190.0,99.4,8.0,10.01,0.0,4.1,16.12,1.94,94.0,0.0,69.98,0.0
call0005383,719.0,14.0,287.0,204.7,15.0,14.02,2.0,8.55,,27.03,63.0,1.0,95.87,0.0
CALL0003857,2525.0,9.0,140.0,120.3,6.0,6.54,1.0,16.45,10.89,0.98,116.0,0.0,,0.0
CALL0006463,1722.0,2.0,362.0,400.2,11.0,5.8,4.0,13.47,,6.93,33.0,0.0,69.19,0.0
CALL0009809,632.0,1272.0,36.0,20.6,100.0,61.23,84.0,76.56,22.02,49.93,392.0,29.0,8.78,1.0
CALL0002209,1217.0,8.0,1190.0,185.0,10.0,14.15,2.0,32.01,21.54,19.04,34.0,,83.33,0.0
CALL0003704,,1361.0,14.0,11.7,97.0,80.22,75.0,38.11,93.16,81.71,680.0,12.0,39.41,1.0
CALL0001832,1455.0,451.0,735.0,757.2,85.0,36.52,1.0,,40.0,28.03,306.0,0.0,74.56,0.0
CALL0008923,746.0,383.0,13.0,14.4,325.0,40.25,3.0,47.7,92.9,78.58,686.0,18.0,48.06,1.0
CALL0002495,840.0,180.0,277.0,293.0,8.0,10.14,2.0,56.06,17.31,9.4,84.0,,84.22,
CALL0006812,109.0,,89.0,47.8,57.0,,70.0,79.36,41.79,30.68,345.0,23.0,38.45,1.0
CALL0007527,1529.0,4.0,90.0,52.9,8.0,12.96,1.0,8.35,0.84,32.3,37.0,1.0,84.14,0.0
CALL0001948,177.0,5.0,434.0,332.1,4.0,2.5,0.0,6.42,40.68,22.08,103.0,0.0,85.93,0.0
CALL0001802,905.0,12.0,174.0,80.0,7.0,6.94,0.0,25.13,20.96,18.05,89.0,1.0,93.61,0.0
CALL0002349,728.0,2.0,130.0,135.8,6.0,12.48,2.0,,21.24,14.81,133.0,1.0,81.88,0.0
CALL0003901,25.0,590.0,380.0,517.9,,55.21,70.0,72.89,71.2,48.14,322.0,1.0,38.68,1.0
CALL0001178,692.0,618.0,28.0,38.6,167.0,,2.0,61.84,78.83,72.97,591.0,15.0,2.14,1.0
CALL0008528,1074.0,7.0,386.0,362.2,5.0,15.46,1.0,43.57,61.29,10.68,44.0,1.0,78.2,
CALL0000472,775.0,441.0,11.0,17.5,280.0,64.55,86.0,,69.13,81.63,190.0,1.0,47.95,1.0
CALL0008013,9.0,846.0,53.0,47.0,156.0,61.74,1.0,84.3,57.11,83.98,344.0,25.0,55.05,1.0
CALL0001162,17.0,211.0,12.0,1.0,251.0,60.8,85.0,68.5,36.55,90.81,516.0,0.0,22.81,1.0
CALL0004122,1100.0,5.0,152.0,185.0,9.0,2.4,2.0,47.87,27.74,42.36,,1.0,92.81,0.0
CALL0009604,38.0,729.0,55.0,69.1,65.0,47.25,67.0,58.54,58.68,70.45,394.0,0.0,25.0,1.0
CALL0005015,114.0,1241.0,297.0,,,65.16,82.0,80.5,65.68,58.53,180.0,25.0,27.97,1.0
CALL0000631,7.0,416.0,53.0,53.9,135.0,48.99,90.0,45.1,47.12,42.87,345.0,26.0,18.36,1.0
CALL0008166,697.0,,418.0,459.9,9.0,13.09,1.0,,17.94,20.27,121.0,0.0,75.97,0.0
CALL0003620,,980.0,16.0,1.0,59.0,28.14,1.0,51.89,50.41,40.87,380.0,19.0,38.92,1.0
CALL0001977,87.0,959.0,41.0,7.7,161.0,52.84,89.0,75.39,83.46,58.12,449.0,18.0,20.46,1.0
CALL0007861,708.0,27.0,224.0,138.0,4.0,2.48,1.0,41.9,6.95,33.73,79.0,0.0,91.38,0.0
CALL0000387,786.0,7.0,310.0,239.2,5.0,13.75,3.0,48.28,8.69,12.81,222.0,1.0,96.49,0.0
CALL0001595,949.0,12.0,290.0,362.3,7.0,4.54,2.0,25.07,21.62,12.85,70.0,0.0,85.06,0.0
CALL0004867,65.0,585.0,22.0,1.0,135.0,82.36,2.0,57.45,78.35,88.52,336.0,1.0,16.09,1.0
CALL0009650,1785.0,2.0,271.0,284.5,6.0,12.88,,3.2,9.04,13.18,71.0,0.0,92.71,0.0
CALL0009121,877.0,5.0,444.0,527.7,11.0,11.85,0.0,30.68,16.41,8.12,97.0,0.0,76.24,0.0
CALL0001094,775.0,217.0,475.0,377.8,76.0,14.5,1.0,37.81,43.2,19.57,239.0,1.0,92.67,0.0
CALL0009685,878.0,8.0,311.0,243.3,11.0,0.93,1.0,56.7,10.2,19.9,53.0,0.0,73.55,0.0
CALL0000588,610.0,6.0,222.0,182.3,8.0,0.73,1.0,10.19,28.23,17.39,1200.0,0.0,86.98,0.0
CALL0009099,585.0,4.0,283.0,372.2,7.0,5.9,2.0,16.07,33.14,28.54,127.0,0.0,90.73,0.0
CALL0001905,26.0,,36.0,,284.0,72.86,71.0,,77.59,59.43,644.0,15.0,-33.64793716274897,1.0
CALL0005108,469.0,9.0,172.0,233.8,3.0,3.69,3.0,39.77,25.26,23.61,,1.0,92.36,0.0
CALL0008184,406.0,257.0,288.0,266.0,78.0,17.31,1.0,26.53,22.9,17.28,204.0,0.0,70.9,0.0
CALL0001715,452.0,14.0,45.0,26.2,6.0,5.35,2.0,19.86,25.58,23.75,130.0,0.0,,0.0
CALL0005901,3650.0,5.0,142.0,244.0,,4.89,0.0,22.37,34.68,7.2,104.0,0.0,74.61,0.0
CALL0006432,828.0,11.0,291.0,231.7,6.0,5.97,0.0,18.86,8.13,21.98,178.0,1.0,69.7,0.0
CALL0002930,1066.0,1.0,663.0,655.5,11.0,16.26,1.0,6.19,23.04,5.08,72.0,0.0,58.82,0.0
CALL0004932,887.0,2.0,382.0,349.5,7.0,18.65,1.0,34.82,,15.24,81.0,5.0,62.45,0.0
CALL0001366,318.0,14.0,434.0,223.4,5.0,13.17,2.0,38.65,8.22,12.24,97.0,0.0,60.5,
CALL0005330,575.0,26.0,294.0,399.9,14.0,7.6,,20.69,4.6,38.12,100.0,0.0,68.65,0.0
CALL0002824,717.0,,228.0,307.4,8.0,5.55,2.0,10.77,28.84,29.69,14.0,0.0,75.66,0.0
CALL0004999,1268.0,,50.0,27.6,463.0,73.56,68.0,68.87,55.17,55.42,306.0,26.0,,1.0
